ID,holistic_color,temperature,colorfulness,color_harmony
monochromatic/pink/archer1033623299306.jpg,6.02,5.47,4.32,7.58
complementary/red_blue/judygr37731982145.jpg,5.29,7.34,5.89,6.42
monochromatic/yellow/eglantine28480653865.jpg,5.81,6.45,4.78,7.23
temperature/a3162-dgw_140_F.JPG,6.78,6.45,7.32,7.89
complementary/red_yellow/leoglenn_g28063316976.jpg,5.76,8.34,3.12,7.25
temperature/a3311-IMG_4500_S.JPG,6.26,4.59,3.42,7.38
monochromatic/orange/thirsty_work47474606391.jpg,5.43,7.53,5.67,6.32
complementary/red_violet/130838437@N0316544857883.jpg,5.98,6.37,5.24,7.68
monochromatic/orange/sedatphotography22057335224.jpg,5.38,6.23,5.47,7.89
complementary/red_blue/loomah-pix33666207151.jpg,6.29,6.48,5.64,7.93
complementary/yellow_blue/martzimages17243518609.jpg,5.96,5.95,7.32,6.89
monochromatic/darkyellow/116303817@N0330565460225.jpg,5.11,6.85,7.34,8.2
monochromatic/red/130838437@N0316544857883.jpg,5.98,6.48,4.22,7.31
monochromatic/yellow/andersonphotographic21720727803.jpg,7.06,6.75,4.22,7.86
monochromatic/orange/merrillie33806586070.jpg,6.4,7.31,4.67,8.23
temperature/a3140-dgw_096_D.JPG,5.69,3.34,2.57,6.89
monochromatic/red/fababienmerci27306258391.jpg,5.38,6.54,7.89,5.67
monochromatic/black/gert553493650586.jpg,6.41,5.46,7.24,6.13
monochromatic/gray/131888281@N0518925637315.jpg,5.74,3.56,4.89,6.43
monochromatic/red/sue90ca27604663088.jpg,5.59,8.25,6.75,7.1
monochromatic/orange/126963874@N0524969016444.jpg,5.04,6.72,7.34,8.45
monochromatic/darkorange/82651895@N0823967256728.jpg,5.74,7.43,6.57,8.22
temperature/a2864-_DSC0003_S.JPG,5.27,5.76,4.32,6.85
complementary/orange_violet/wulifou29882771944.jpg,6.88,5.74,6.28,7.93
complementary/orange_yellow/eggii21570263030.jpg,6.4,6.74,7.21,8.46
complementary/orange_violet/iriscostume_225082637005.jpg,5.77,6.74,7.92,5.38
complementary/orange_violet/55470836@N045142800474.jpg,5.92,7.51,9.36,6.43
complementary/red_orange/rollthedice38049850984.jpg,5.91,9.24,2.86,7.39
monochromatic/lightpink/139780586@N0826137523555.jpg,6.58,3.68,4.15,7.52
complementary/orange_green/johnwestwood35977577116.jpg,6.32,7.34,6.21,8.15
monochromatic/lightblue/30390358@N0735591764613.jpg,6.36,6.67,8.23,7.14
monochromatic/lightpink/shaulib18264196903.jpg,5.67,6.5,9.84,7.32
monochromatic/yellow/47193820@N0827773517932.jpg,6.31,7.43,4.17,8.65
complementary/yellow_green/37089639@N0430040866390.jpg,6.25,6.75,3.42,7.89
monochromatic/violet/aitorruizdeangulo38815086391.jpg,5.66,5.37,6.82,7.09
complementary/yellow_green/aniamendrek26213780580.jpg,6.84,5.67,3.27,7.86
complementary/green_violet/nephentes17082652879.jpg,6.05,6.47,4.82,7.93
monochromatic/pink/juele28220047988.jpg,5.31,6.37,4.78,3.92
temperature/a3240-050620_203534__MG_3224_AS.jpg,4.99,3.4,2.75,7.8
monochromatic/darkgreen/michikofujii32329565348.jpg,4.97,4.73,5.56,4.29
complementary/yellow_blue/90418835@N0742687416535.jpg,5.46,5.67,7.34,6.78
complementary/orange_yellow/127666264@N0745883429435.jpg,5.28,6.45,7.12,5.34
monochromatic/lightblue/eltpics17980970103.jpg,6.46,5.68,7.32,5.49
complementary/red_blue/26081675@N0642161227544.jpg,6.56,6.78,7.34,5.89
monochromatic/lightpink/fabolous21375122032.jpg,6.05,6.47,9.84,7.65
monochromatic/red/138919851@N0730183682412.jpg,6.08,3.72,6.47,5.89
complementary/orange_yellow/karennfld24743580977.jpg,5.41,6.32,4.58,7.93
complementary/green_violet/margaret_a22450077464.jpg,4.95,5.0,9.76,6.84
monochromatic/darkgreen/118105048@N0816580898440.jpg,6.44,8.23,4.56,6.89
complementary/yellow_violet/137797294@N0524515696702.jpg,6.2,4.87,7.29,6.58
temperature/a3015-IMG_4652_T.JPG,5.86,3.72,2.65,5.98
complementary/red_yellow/pacaf35528477530.jpg,4.72,5.5,3.42,6.78
monochromatic/darkgreen/134741349@N0520469857408.jpg,5.9,7.23,6.89,5.74
complementary/orange_blue/156978081@N0233677706198.jpg,7.03,7.43,6.78,7.25
monochromatic/darkgreen/100178457@N0816727823155.jpg,6.15,4.17,5.02,6.89
complementary/yellow_violet/132577474@N0434250438354.jpg,6.57,6.74,4.13,8.67
complementary/orange_violet/rodriguelopes41063206315.jpg,5.08,5.67,4.56,7.89
complementary/orange_yellow/96972102@N0030574257025.jpg,5.74,7.34,5.68,8.21
temperature/a2928-jmac_MG_0176_C.jpg,5.25,3.42,2.87,6.54
complementary/red_green/caijsa21697439572.jpg,5.96,5.67,3.22,6.89
monochromatic/green/aaronmstanley34477203694.jpg,6.51,6.27,4.98,7.84
monochromatic/orange/gavinz25301680368.jpg,5.77,7.38,4.16,7.95
temperature/a3090-kme_083_C.jpg,5.86,6.74,2.31,7.85
monochromatic/darkyellow/drum_sk8_er26256183079.jpg,6.08,5.47,6.85,7.22
complementary/orange_blue/steelhead201016955137356.jpg,6.46,6.49,4.37,7.82
complementary/red_orange/gustavothomastheatre29970265496.jpg,5.64,7.34,4.75,6.89
monochromatic/red/46986413@N0717013676365.jpg,5.52,7.34,4.76,8.22
monochromatic/red/jrrondeau32907017948.jpg,6.64,6.45,4.87,7.23
complementary/green_violet/130801211@N0418594915853.jpg,6.98,6.43,6.17,7.89
complementary/red_blue/46114780@N0229120225634.jpg,5.83,7.34,3.21,8.45
monochromatic/pink/mariannaruadze30681549000.jpg,5.71,6.87,7.42,5.39
complementary/orange_green/simonpfotos28444236328.jpg,6.93,6.75,3.38,7.42
complementary/orange_green/cinematthicks18525764526.jpg,5.48,7.43,8.76,3.52
complementary/green_violet/dandraw28605479644.jpg,6.64,6.43,7.89,8.21
monochromatic/darkorange/catmacbride40262379012.jpg,6.47,7.23,8.56,5.47
monochromatic/black/merrillie20756897004.jpg,4.53,8.45,2.38,7.61
monochromatic/red/trango317003189300.jpg,5.53,7.35,2.1,8.45
complementary/orange_yellow/129281764@N0521412629380.jpg,5.94,8.47,9.32,7.14
monochromatic/red/77411963@N0730484069820.jpg,6.38,7.36,5.47,8.22
monochromatic/gray/dino_olivieri20542626039.jpg,6.73,0.0,1.23,8.76
monochromatic/darkgreen/flyingaardewerk24889272055.jpg,6.05,3.67,5.22,7.74
monochromatic/red/37029721@N0729364268411.jpg,5.7,8.67,4.32,7.85
complementary/red_violet/127836968@N0834412257183.jpg,5.72,8.26,3.72,7.14
temperature/a3081-kme_011_C.jpg,5.5,5.67,3.45,6.78
complementary/blue_violet/muchlove201626892931767.jpg,4.62,6.73,8.46,5.89
complementary/orange_green/arunbabuclickz24229066998.jpg,5.76,6.67,5.85,7.94
complementary/yellow_blue/its-only-lines17732000152.jpg,7.21,7.23,7.89,6.45
monochromatic/gray/satiti3323611515966.jpg,5.51,3.24,1.78,6.43
complementary/yellow_violet/146388243@N0831860287400.jpg,6.43,5.73,3.48,7.92
monochromatic/violet/stellagrimsdale39658874892.jpg,5.35,8.34,7.91,6.48
complementary/red_yellow/muchlove201628410219199.jpg,5.02,5.67,8.34,4.21
complementary/red_orange/strandloper15899528484.jpg,4.39,7.65,2.28,7.91
monochromatic/darkgreen/e-naturalist30605135574.jpg,7.26,4.5,5.76,7.82
complementary/green_violet/wolfgangweigelt17088703618.jpg,6.17,5.45,6.78,7.32
monochromatic/blue/martins_album4672013429.jpg,6.5,7.35,5.67,8.22
monochromatic/darkorange/dmunro10026109694730.jpg,5.48,7.65,7.24,8.56
temperature/a2879-IMG_0481_C.jpg,5.93,6.37,3.62,7.44
monochromatic/gray/66626787@N0440270307755.jpg,5.63,3.74,2.18,7.86
monochromatic/darkorange/124733025@N0816943318124.jpg,7.01,6.78,4.22,7.89
complementary/yellow_violet/elem-o16553992728.jpg,7.1,6.47,4.23,7.68
complementary/blue_violet/hydrogen127909319111.jpg,5.98,5.67,8.24,7.85
complementary/yellow_violet/jane64pictures39046481680.jpg,6.08,6.44,7.33,6.27
monochromatic/darkorange/97914516@N0730181842284.jpg,6.46,7.43,5.82,7.09
complementary/red_orange/121339627@N0620743964669.jpg,6.34,7.42,6.18,8.49
monochromatic/darkyellow/dmelchordiaz40768588452.jpg,6.0,7.65,4.38,8.22
complementary/blue_violet/152302241@N0437536208974.jpg,5.11,3.21,6.78,4.39
complementary/red_blue/alibro964064184.jpg,6.91,5.75,9.89,6.42
complementary/yellow_green/ansvandesluis27666621563.jpg,6.6,7.23,3.56,7.89
complementary/blue_violet/muchlove201641890092201.jpg,6.06,6.84,9.47,3.22
complementary/yellow_green/123581233@N0226140742234.jpg,4.49,6.27,3.48,7.84
monochromatic/orange/granitseika29267421840.jpg,6.81,7.23,5.67,8.45
monochromatic/orange/136595469@N0836539760202.jpg,4.71,7.43,6.58,8.12
monochromatic/lightblue/thomasscholl47506250511.jpg,5.42,3.86,2.47,7.35
monochromatic/lightpink/tonyworrall37036569685.jpg,5.77,6.47,4.22,7.86
monochromatic/darkyellow/41143748@N0324193392022.jpg,5.16,6.28,3.47,7.85
monochromatic/darkgreen/ein-m17528981585.jpg,6.19,4.72,2.33,7.89
monochromatic/red/25919760@N0421313469871.jpg,5.72,6.57,2.14,7.83
complementary/red_orange/144256050@N0332923194406.jpg,6.1,6.23,7.89,8.56
monochromatic/yellow/73241875@N0216499033236.jpg,5.42,6.24,4.86,7.93
monochromatic/white/andythephotog36429360261.jpg,6.69,3.5,1.25,8.7
complementary/orange_blue/ozzrod34919177675.jpg,7.32,7.56,5.34,8.22
monochromatic/black/143723134@N0729966830162.jpg,6.62,6.34,4.58,7.21
temperature/a3176-JI2E0421_D.JPG,6.01,3.45,2.1,6.7
complementary/blue_violet/130190518@N0420726974775.jpg,5.87,5.34,3.87,7.62
monochromatic/orange/billlowis19202849139.jpg,6.63,6.43,4.67,8.22
monochromatic/darkyellow/jacquelineterhaar17106340341.jpg,5.29,7.34,5.86,6.48
monochromatic/darkorange/153238994@N0842079230151.jpg,6.06,6.37,7.22,8.43
complementary/orange_violet/vijayashankaracn17050422772.jpg,7.09,6.08,4.22,7.93
monochromatic/darkyellow/39000269@N0219929096832.jpg,6.51,7.54,5.22,8.76
temperature/a2862-_DSC0055_F.JPG,5.35,2.34,3.21,6.78
complementary/red_blue/129281764@N0515799134813.jpg,6.02,6.5,4.3,7.9
complementary/orange_violet/muchlove201627536456143.jpg,6.67,7.34,4.21,7.89
monochromatic/orange/124733025@N0817196768248.jpg,5.94,6.45,7.32,8.76
monochromatic/violet/michikofujii44225498512.jpg,5.55,4.32,6.45,7.89
complementary/red_orange/130838437@N0316544857883.jpg,5.98,7.42,6.78,6.85
complementary/yellow_blue/stefanoronchi41872019134.jpg,5.75,7.32,6.89,7.43
complementary/orange_blue/mickyboyc16962881589.jpg,5.11,3.25,4.65,7.32
temperature/a3285-CRW_0291_D.JPG,4.95,5.37,3.42,7.64
complementary/red_blue/rferrigno33431923202.jpg,6.38,6.78,3.42,7.85
complementary/orange_violet/bmdphotography-scotland32694388462.jpg,6.55,7.34,6.78,5.92
temperature/a2901-_DSC0013-4_F.JPG,4.57,3.34,2.48,6.21
complementary/yellow_green/ma8536971397081.jpg,4.14,6.57,3.42,7.89
complementary/blue_violet/muchlove201641890007491.jpg,5.75,5.63,9.87,3.42
monochromatic/black/orionsm28194477509.jpg,6.48,5.23,4.56,7.89
complementary/yellow_blue/muchlove201640554241882.jpg,4.7,5.0,8.67,2.34
monochromatic/darkyellow/134352553@N0426664795973.jpg,5.61,7.43,4.87,6.92
monochromatic/white/sz-m-er26091518394.jpg,5.41,4.32,3.67,7.54
complementary/red_violet/134864272@N0227664679396.jpg,5.5,4.37,6.12,7.89
complementary/yellow_blue/worthingwanderer21540234641.jpg,7.22,7.86,5.42,8.17
temperature/a3295-jmacdscf0010_AS.jpg,5.71,2.96,3.42,6.78
complementary/yellow_blue/ligottiluigi16981627337.jpg,6.74,6.34,4.76,7.89
monochromatic/green/morbokat16003089543.jpg,5.19,6.32,7.85,8.46
complementary/red_yellow/semeraro16582156505.jpg,6.52,6.37,8.25,7.12
monochromatic/pink/simonpfotos29211630398.jpg,6.12,6.14,5.89,7.92
monochromatic/blue/136414883@N0624534636649.jpg,5.15,6.48,5.23,7.86
monochromatic/lightpink/golden_asha37687088824.jpg,6.44,8.34,5.67,7.89
temperature/a3192-DSC_0044_F.JPG,4.29,3.72,2.48,7.64
complementary/orange_blue/gert5528062584776.jpg,7.07,6.42,7.89,6.55
complementary/blue_violet/127836968@N0826681913445.jpg,6.02,4.79,7.65,5.98
monochromatic/black/drc_hurley33823566030.jpg,6.91,3.25,2.14,7.89
complementary/red_green/43944098@N0343133374074.jpg,5.79,7.34,6.89,5.67
monochromatic/lightpink/101450720@N0523346155786.jpg,5.18,7.34,4.89,8.76
complementary/orange_blue/131357750@N0525706084054.jpg,6.47,6.73,9.28,7.42
complementary/yellow_violet/elem-o16555465859.jpg,6.72,6.5,4.75,8.2
complementary/yellow_blue/njj00116730074313.jpg,4.45,4.28,3.72,7.64
monochromatic/white/144210798@N0745000834145.jpg,5.63,6.58,4.32,7.46
monochromatic/white/guyfields17606052161.jpg,5.44,1.23,0.56,5.78
monochromatic/white/jackal133285969525.jpg,6.7,6.34,8.76,7.22
complementary/red_blue/99076370@N0631496466918.jpg,6.21,7.54,6.87,7.32
monochromatic/darkyellow/alqatam16788588323.jpg,6.5,6.52,7.34,6.89
monochromatic/pink/sdekouadio18886423933.jpg,5.43,6.13,5.87,7.42
monochromatic/red/8666250@N0222225750315.jpg,5.42,7.23,3.56,8.44
complementary/red_yellow/evko22495819445.jpg,5.43,7.43,3.58,7.92
monochromatic/darkyellow/134385668@N0330417067796.jpg,6.85,7.46,4.22,8.39
temperature/a2904-_DSC3226_C.jpg,5.55,3.75,3.1,6.85
temperature/a3311-IMG_4500_AS.jpg,6.26,3.86,2.45,6.78
complementary/yellow_violet/143865581@N0233708929258.jpg,6.5,7.32,5.67,6.89
monochromatic/yellow/osborn26244295827.jpg,7.22,6.45,7.23,8.56
monochromatic/white/146506974@N0532125387471.jpg,5.71,6.35,2.45,7.9
temperature/a2856-IMG_5016_T.JPG,6.28,3.72,4.58,6.33
complementary/orange_blue/cuatrok7733519079505.jpg,6.43,3.65,4.79,8.22
monochromatic/orange/daniel-fodor24496635195.jpg,6.29,7.24,4.58,8.33
temperature/a3232-_DGW6397_T.JPG,5.5,4.67,3.42,6.78
monochromatic/orange/jessieleong19936916460.jpg,7.34,8.32,6.75,8.47
complementary/yellow_violet/fantommst16434219159.jpg,6.2,6.47,7.82,5.34
monochromatic/darkyellow/95859572@N0630709680694.jpg,6.78,7.23,4.56,8.79
complementary/red_green/129381967@N0720394683872.jpg,6.07,7.25,6.8,8.65
complementary/red_blue/92527814@N0616952113011.jpg,6.71,6.73,9.42,8.55
complementary/red_blue/suzy_walker31865640886.jpg,6.4,8.67,4.38,9.22
temperature/a3241-_DSC0003-3_S.JPG,5.43,7.43,2.56,8.19
complementary/orange_yellow/rebel_82nd16670293614.jpg,6.15,5.67,8.29,6.54
monochromatic/lightpink/jackiecrossley28768600296.jpg,5.93,7.23,9.56,5.67
complementary/orange_violet/122311094@N0516708230115.jpg,5.8,6.72,8.45,7.33
complementary/red_orange/49294808@N0534927115076.jpg,5.86,6.75,4.22,7.89
monochromatic/blue/prem_mandir31325372201.jpg,5.35,4.71,3.28,7.34
complementary/red_orange/birdsongpics23981764856.jpg,7.19,7.23,4.56,8.89
monochromatic/green/137578060@N0335874102721.jpg,5.54,7.34,6.78,5.23
complementary/yellow_green/antonio_camelo19606347088.jpg,6.13,5.35,6.9,7.25
monochromatic/orange/124733025@N0816985063791.jpg,7.3,6.45,9.32,7.68
monochromatic/yellow/82601786@N0326896205332.jpg,6.22,6.23,4.56,7.89
monochromatic/orange/haribosphotos44543720241.jpg,6.81,7.34,6.89,8.56
monochromatic/pink/127106550@N0616818077061.jpg,6.18,7.56,8.43,6.27
complementary/orange_blue/ili198439307972004.jpg,5.86,6.25,5.47,7.82
temperature/a3153-IMG_0123_S.JPG,5.39,3.47,4.22,6.78
temperature/a3290-JI2E5151_AS.jpg,5.45,3.14,4.29,6.85
temperature/a3099-_DGW6276_D.JPG,5.05,3.45,2.33,6.78
temperature/a3204-MB_080329_075_T.JPG,5.34,3.24,4.78,5.96
complementary/orange_blue/anaayana16641534849.jpg,6.57,6.52,5.47,7.38
monochromatic/darkorange/111642264@N0424334830548.jpg,5.87,7.48,5.62,8.35
monochromatic/black/33551458@N0639009523271.jpg,5.04,4.72,2.35,7.89
monochromatic/darkgreen/83646071@N0016016985284.jpg,6.35,6.57,8.34,7.21
complementary/yellow_blue/ruthhb33680476143.jpg,4.95,6.47,5.23,7.86
monochromatic/orange/giannafou34680545372.jpg,6.12,6.47,4.89,7.32
complementary/red_yellow/koolkatt12345616697900238.jpg,6.17,7.23,8.56,6.47
monochromatic/darkyellow/scyrene19614461538.jpg,6.82,6.75,5.2,7.5
monochromatic/red/124733025@N0816154981493.jpg,7.82,6.25,9.67,7.82
complementary/yellow_violet/muchlove201627536457083.jpg,6.67,4.89,9.67,7.45
monochromatic/green/kuen-cherng26645175211.jpg,6.23,5.35,3.74,7.86
monochromatic/lightpink/prem_mandir28569627265.jpg,6.49,5.23,5.78,7.42
complementary/green_violet/bob_pieck44560880105.jpg,5.57,5.42,9.87,2.34
complementary/yellow_green/ranveig10646593715.jpg,6.3,7.68,4.22,7.89
temperature/a3288-KE_-0049_F.JPG,5.4,5.67,6.23,7.12
monochromatic/violet/vincentdouwes36727740730.jpg,6.9,6.78,5.59,7.21
monochromatic/orange/146330979@N0329027025881.jpg,6.02,4.34,9.76,6.49
monochromatic/red/124733025@N0816446249978.jpg,6.45,6.73,4.89,7.21
monochromatic/darkorange/107430921@N0220771116494.jpg,6.14,7.89,5.46,8.03
monochromatic/orange/150323881@N0740261736251.jpg,6.71,7.65,3.4,8.22
complementary/red_orange/kerol2322291369684.jpg,6.92,7.85,5.43,8.76
complementary/orange_green/ffreevectors16800533757.jpg,5.68,5.67,3.29,6.78
complementary/yellow_green/peter_warne-epping_forest42734050215.jpg,6.37,5.67,2.22,7.78
temperature/a3068-dgw_040_AS.jpg,5.74,4.74,4.16,6.39
monochromatic/darkyellow/149723588@N0337625357950.jpg,5.64,7.31,5.89,8.46
monochromatic/darkgreen/sa_steve16956192867.jpg,4.9,3.27,2.85,7.46
monochromatic/darkgreen/147460025@N0734630195383.jpg,5.66,6.28,8.75,5.92
temperature/a3218-IMG_1616_F.JPG,6.39,3.16,2.39,7.85
temperature/a3049-20050327_165901__E6B2556_C.jpg,4.71,3.45,2.75,7.3
monochromatic/blue/declanod16891068552.jpg,5.83,4.23,6.87,7.92
complementary/green_violet/cescopb6058690404.jpg,7.15,7.14,5.86,8.21
complementary/yellow_green/94269049@N0228506011173.jpg,6.97,6.5,4.8,8.65
monochromatic/darkgreen/skyblueartvisions39984160983.jpg,6.41,6.45,7.89,8.34
temperature/a2893-kme_332_C.jpg,5.63,4.37,3.52,5.98
monochromatic/gray/24848163@N0837713572341.jpg,5.06,0.0,0.0,0.0
monochromatic/darkyellow/dave-hill39344521730.jpg,6.91,6.23,7.48,8.34
complementary/orange_violet/karennfld31768979848.jpg,5.82,6.85,5.2,7.4
monochromatic/orange/134290473@N0821489663723.jpg,5.14,7.82,6.34,8.46
complementary/orange_blue/thetafoto30530383743.jpg,6.15,7.34,5.76,6.89
temperature/a3278-Ja_Pe-38_AS.jpg,5.18,3.74,4.56,6.89
complementary/blue_violet/jishnusankarphotography16666534498.jpg,6.73,7.34,9.87,5.92
monochromatic/gray/93951850@N0337577946846.jpg,6.22,3.67,2.85,7.24
monochromatic/violet/mr_souter42201602325.jpg,5.18,6.45,7.32,6.78
complementary/orange_violet/drc_hurley34211545572.jpg,6.15,7.43,5.18,8.22
complementary/orange_green/haynesey37018302283.jpg,4.75,5.55,4.67,6.78
monochromatic/orange/howie6628972413525.jpg,7.15,7.46,5.29,6.82
monochromatic/orange/barmy_harmy22011198232.jpg,6.44,7.42,6.85,7.38
monochromatic/green/welderman6327081178850.jpg,6.42,6.5,3.72,8.45
monochromatic/blue/124468232@N0738429377216.jpg,6.16,6.35,5.12,7.89
monochromatic/pink/65012296@N0331712782773.jpg,4.52,7.24,2.57,8.33
monochromatic/lightpink/151405600@N0739084765984.jpg,5.89,6.45,7.93,8.76
complementary/blue_violet/madeleineselen29875796060.jpg,5.01,4.67,8.23,5.54
complementary/orange_blue/125750047@N0526188305950.jpg,6.65,6.78,9.23,7.46
complementary/green_violet/vincentdouwes36727740590.jpg,7.33,6.57,7.48,7.85
monochromatic/lightpink/124733025@N0817039239709.jpg,6.22,5.43,6.27,4.88
complementary/green_violet/muchlove201625141560998.jpg,5.68,5.82,8.46,3.27
complementary/green_blue/felana29696910106.jpg,5.36,3.57,8.46,6.89
monochromatic/red/125269494@N0232941633430.jpg,5.68,5.67,6.21,4.38
complementary/green_violet/69824043@N0727001475053.jpg,7.09,6.27,4.83,7.19
temperature/a3154-kme_252_AS.jpg,5.66,3.74,2.08,7.93
monochromatic/violet/47490514@N0240845641634.jpg,6.09,5.36,2.42,7.89
monochromatic/darkyellow/92169786@N0632173625494.jpg,6.72,6.47,9.83,7.19
temperature/a2995-dvf_068_T.JPG,5.62,2.34,3.21,5.89
complementary/yellow_violet/muchlove201640676645181.jpg,5.64,5.67,8.91,1.52
complementary/orange_yellow/yates77717355466472.jpg,8.48,5.67,8.42,6.34
complementary/yellow_blue/139558858@N0640248404073.jpg,7.25,8.36,9.24,7.02
monochromatic/darkorange/victoradams26239182220.jpg,5.82,7.24,3.68,8.15
monochromatic/green/gailmakila19500590782.jpg,6.24,6.47,7.82,6.59
complementary/green_violet/anymotion42808083121.jpg,5.94,4.52,6.38,7.93
monochromatic/pink/134704411@N0625907111782.jpg,5.22,6.78,7.34,8.22
monochromatic/lightblue/josentoos43231842692.jpg,5.48,4.67,7.52,6.89
monochromatic/lightpink/palmaxxx38624528364.jpg,6.08,6.85,7.4,8.25
monochromatic/white/124733025@N0817384132691.jpg,4.41,0.0,0.0,0.0
monochromatic/darkyellow/159599531@N0543130216784.jpg,5.68,6.34,4.89,7.62
monochromatic/green/93305348@N0418918147135.jpg,6.54,6.47,7.35,8.22
monochromatic/lightblue/natural_rhm29344213131.jpg,6.63,7.32,3.76,6.89
complementary/green_violet/gabrielgone19913804303.jpg,5.58,5.0,4.76,6.89
monochromatic/white/96128757@N0830141731313.jpg,6.89,4.67,5.23,8.56
monochromatic/lightblue/image_editor22590709335.jpg,5.27,6.27,7.89,8.34
monochromatic/darkorange/hopefulgirl43892356855.jpg,6.05,9.34,3.27,7.65
monochromatic/red/73079833@N0226128446844.jpg,5.53,6.43,4.76,7.82
monochromatic/black/maureenlong25077542017.jpg,6.09,6.47,7.92,6.35
monochromatic/orange/kissthepixel43471379940.jpg,6.04,8.43,5.67,7.24
monochromatic/lightblue/133095026@N0626966614680.jpg,4.82,3.42,2.36,7.89
complementary/green_blue/131180988@N0221707128346.jpg,5.87,6.25,7.89,8.43
complementary/green_violet/127691320@N0216853481688.jpg,6.74,6.75,7.32,8.19
complementary/red_yellow/davidswilson35191134091.jpg,6.72,7.5,5.67,6.85
temperature/a2917-jmac_DSC3800_D.JPG,4.75,3.14,2.76,5.89
temperature/a2970-kme_123_T.JPG,5.2,3.45,2.34,5.78
temperature/a3148-dgw_107_S.JPG,5.14,7.2,5.34,6.88
complementary/yellow_violet/137374090@N0342264513300.jpg,6.42,3.42,8.76,6.84
complementary/red_green/lemonart32351456597.jpg,5.57,8.34,9.47,4.89
monochromatic/darkyellow/124733025@N0816297785724.jpg,6.52,7.34,6.58,7.91
temperature/a3175-NKIM_083_C.jpg,5.25,3.45,2.56,6.78
complementary/yellow_green/xmokalot16726866390.jpg,4.67,3.79,5.34,7.21
temperature/a3178-IMG_1270_C.jpg,6.29,3.75,2.08,7.3
temperature/a3111-_MG_2968_T.JPG,5.81,3.45,2.33,7.89
monochromatic/red/145360406@N0535317167672.jpg,6.16,7.28,3.46,8.75
complementary/red_yellow/annovifrizio30119420435.jpg,5.86,7.32,5.84,6.78
monochromatic/black/83990130@N0346105413111.jpg,5.62,5.36,7.82,6.49
complementary/green_violet/bjjda41796735485.jpg,5.88,6.78,7.92,5.34
temperature/a3014-IMG_1904_F.JPG,5.76,4.67,5.32,6.85
temperature/a3113-JI2E3593_T.JPG,5.52,3.74,2.67,5.88
complementary/orange_green/61272945@N0427167525550.jpg,5.5,6.27,8.34,5.89
temperature/a2916-WP_CRW_7798_T.JPG,4.74,2.85,1.65,4.2
temperature/a2984-_DGW6399_S.JPG,6.47,4.67,3.24,7.85
monochromatic/yellow/121974754@N0516589776774.jpg,6.37,8.67,4.32,7.89
monochromatic/yellow/kevintowler40433897542.jpg,6.37,6.78,8.22,7.43
monochromatic/yellow/happadfotografie28112252683.jpg,6.25,6.42,4.37,7.83
monochromatic/violet/26600695@N0629496544044.jpg,4.06,4.13,3.76,6.48
monochromatic/violet/134864272@N0232088947105.jpg,6.32,4.67,6.45,7.82
temperature/a3044-IMG_0523_C.jpg,4.82,5.67,3.29,7.58
monochromatic/darkorange/volvob12b19231982196.jpg,6.87,6.47,4.32,7.89
complementary/yellow_blue/lumenscript32503550674.jpg,5.5,7.34,4.78,6.21
complementary/red_orange/128094810@N0532879640996.jpg,5.03,7.56,3.42,8.19
temperature/a3262-kme_218_F.JPG,6.2,4.73,3.28,6.54
complementary/yellow_violet/132481573@N0216908563918.jpg,5.55,5.27,8.43,6.12
monochromatic/darkorange/63370541@N0445200700562.jpg,6.12,6.23,3.87,7.45
temperature/a2860-JI2E5638_S.JPG,5.83,5.68,6.44,8.21
monochromatic/darkyellow/joachimbakken44960757152.jpg,6.28,6.32,8.74,7.19
complementary/orange_green/john_6434818639586.jpg,5.34,7.56,4.89,6.23
monochromatic/lightblue/22293873@N0835307719545.jpg,5.97,6.27,8.92,7.13
monochromatic/darkorange/adam_swaine22171043650.jpg,5.78,7.34,6.21,8.45
monochromatic/white/reaviephotography20825866359.jpg,6.17,5.23,3.76,6.89
complementary/red_violet/john_plus_nikon28904339778.jpg,5.87,6.72,8.59,7.34
complementary/green_violet/preze24958685153.jpg,5.3,6.27,9.84,7.43
complementary/blue_violet/javiercamporbin44151845302.jpg,5.77,6.74,8.22,7.46
monochromatic/blue/jmurphyphotography31708859321.jpg,6.62,4.28,5.67,7.89
temperature/a3013-DSC_0002-1_AS.jpg,5.49,4.34,3.76,6.58
monochromatic/red/121339627@N0620743964669.jpg,6.34,8.17,6.83,7.42
monochromatic/red/eltpics18601605105.jpg,6.16,5.78,4.12,6.59
temperature/a2925-DSC_0036-2_F.JPG,5.15,3.14,4.26,7.82
monochromatic/orange/anaayana16641534849.jpg,6.57,6.47,5.82,7.34
complementary/yellow_blue/martinbaph32880053073.jpg,6.56,6.79,3.42,7.65
monochromatic/darkgreen/15035491@N0822267777870.jpg,6.45,4.67,6.13,7.2
complementary/orange_yellow/maureenpp34314439965.jpg,6.64,7.34,3.87,8.22
monochromatic/pink/anymotion16888307756.jpg,5.9,6.12,7.84,6.78
monochromatic/darkorange/stuben-hocker22487566468.jpg,6.72,7.64,5.83,8.92
monochromatic/darkgreen/20kanga1022081356564.jpg,5.61,6.54,7.89,8.23
complementary/green_violet/roberta_sa17887723862.jpg,6.78,5.3,4.67,7.89
monochromatic/violet/47490514@N0234864435076.jpg,5.45,3.72,2.38,7.61
monochromatic/black/tweetiekins34663547791.jpg,6.37,4.67,3.58,7.22
